Driver,LapNumber,RaceName_x,Year_x,TyreLife,PitInTime,AirTemp,TrackTemp,Humidity,Position,Compound_label,LapTime_label,Sector1Time_label,Sector2Time_label,Sector3Time_label,PitInTime_label,PitOutTime_label,FreshTyre_encoded,Rainfall_encoded,NextPit
RIC,48.0,70th Anniversary,2019,2.0,NaT,25.7,44.2,32.3,15.0,3,7016,7820,3456,2289,1250,1214,1,0,
RIC,49.0,70th Anniversary,2019,3.0,NaT,25.8,44.7,32.6,15.0,3,6866,7700,3282,2296,1250,1214,1,0,
RIC,50.0,70th Anniversary,2019,4.0,NaT,26.0,44.6,31.8,15.0,3,6922,7658,3383,2325,1250,1214,1,0,
RIC,51.0,70th Anniversary,2019,5.0,NaT,25.9,44.4,32.5,15.0,3,6939,7739,3296,2347,1250,1214,1,0,
RIC,52.0,70th Anniversary,2019,6.0,NaT,26.0,44.7,32.0,15.0,3,7318,8014,3537,2430,1250,1214,1,0,
RIC,53.0,70th Anniversary,2019,7.0,NaT,26.3,44.8,31.4,15.0,3,7735,7844,4173,2544,1250,1214,1,0,
RIC,54.0,70th Anniversary,2019,8.0,NaT,26.3,44.7,31.8,15.0,3,7946,8038,4152,2645,1250,1214,1,0,
RIC,55.0,70th Anniversary,2019,9.0,NaT,26.4,44.1,31.4,15.0,3,7474,7849,3858,2497,1250,1214,1,0,
RIC,56.0,70th Anniversary,2019,10.0,NaT,26.0,42.4,31.8,15.0,3,8847,9152,4290,2478,1250,1214,1,0,
RIC,57.0,70th Anniversary,2019,11.0,NaT,25.7,42.3,32.9,15.0,3,7469,7812,3964,2432,1250,1214,1,0,
RIC,58.0,70th Anniversary,2019,12.0,NaT,25.9,42.9,32.9,15.0,3,7520,8000,3739,2521,1250,1214,1,0,
RIC,59.0,70th Anniversary,2019,13.0,NaT,26.1,42.9,32.3,15.0,3,7117,7715,3616,2367,1250,1214,1,0,
RIC,60.0,70th Anniversary,2019,14.0,NaT,26.0,42.5,32.3,15.0,3,7285,7894,3663,2390,1250,1214,1,0,
RIC,61.0,70th Anniversary,2019,15.0,NaT,25.9,41.1,33.3,15.0,3,7147,7726,3629,2387,1250,1214,1,0,
RIC,62.0,70th Anniversary,2019,16.0,NaT,25.9,40.7,33.0,15.0,3,7483,7752,3892,2566,1250,1214,1,0,
RIC,63.0,70th Anniversary,2019,17.0,NaT,25.9,40.9,32.8,15.0,3,7238,7613,3851,2412,1250,1214,1,0,
RIC,64.0,70th Anniversary,2019,18.0,NaT,26.0,42.1,32.2,15.0,3,7296,7656,3805,2492,1250,1214,1,0,
RIC,65.0,70th Anniversary,2019,19.0,NaT,26.0,42.4,32.8,15.0,3,8767,8077,4809,2917,1250,1214,1,0,
RIC,66.0,70th Anniversary,2019,20.0,NaT,25.7,42.0,32.7,15.0,3,8242,8375,4088,2739,1250,1214,1,0,
RIC,67.0,70th Anniversary,2019,21.0,NaT,25.7,42.0,32.9,14.0,3,7095,7780,3721,2252,1250,1214,1,0,
RIC,68.0,70th Anniversary,2019,22.0,NaT,25.7,42.1,33.2,14.0,3,7316,7616,3656,2700,1250,1214,1,0,
RIC,69.0,70th Anniversary,2019,23.0,NaT,26.2,42.9,32.6,14.0,3,7778,7884,3752,2967,1250,1214,1,0,
RUS,1.0,70th Anniversary,2019,1.0,NaT,25.9,43.2,36.1,14.0,2,16353,14560,7245,4110,1250,1214,1,0,15.0
RUS,2.0,70th Anniversary,2019,2.0,NaT,26.0,42.9,34.9,14.0,2,11233,9283,5878,3511,1250,1214,1,0,14.0
RUS,3.0,70th Anniversary,2019,3.0,NaT,26.0,41.8,34.5,14.0,2,10547,9238,5224,3381,1250,1214,1,0,13.0
RUS,4.0,70th Anniversary,2019,4.0,NaT,25.8,41.3,35.2,14.0,2,9820,8405,5230,3382,1250,1214,1,0,12.0
RUS,5.0,70th Anniversary,2019,5.0,NaT,25.5,40.9,35.8,14.0,2,9856,8597,4885,3574,1250,1214,1,0,11.0
RUS,6.0,70th Anniversary,2019,6.0,NaT,25.4,40.7,36.0,13.0,2,9997,8874,4861,3482,1250,1214,1,0,10.0
RUS,7.0,70th Anniversary,2019,7.0,NaT,25.3,40.3,36.2,13.0,2,10105,9044,4942,3357,1250,1214,1,0,9.0
RUS,8.0,70th Anniversary,2019,8.0,NaT,25.0,39.4,37.0,14.0,2,10822,9701,5015,3436,1250,1214,1,0,8.0
RUS,9.0,70th Anniversary,2019,9.0,NaT,25.0,39.3,37.1,14.0,2,9708,8752,4704,3428,1250,1214,1,0,7.0
RUS,10.0,70th Anniversary,2019,10.0,NaT,25.0,38.9,37.1,14.0,2,9917,8794,4880,3452,1250,1214,1,0,6.0
RUS,11.0,70th Anniversary,2019,11.0,NaT,25.3,40.0,36.4,14.0,2,9875,8820,4836,3420,1250,1214,1,0,5.0
RUS,12.0,70th Anniversary,2019,12.0,NaT,25.9,42.7,34.3,15.0,2,11778,9495,6504,3419,1250,1214,1,0,4.0
RUS,13.0,70th Anniversary,2019,13.0,NaT,25.5,42.7,35.1,15.0,2,9977,8938,4866,3392,1250,1214,1,0,3.0
RUS,14.0,70th Anniversary,2019,14.0,NaT,25.1,42.9,35.4,16.0,2,11077,9143,5740,3595,1250,1214,1,0,2.0
RUS,15.0,70th Anniversary,2019,15.0,NaT,24.8,43.5,36.6,17.0,2,11052,9426,5413,3597,1250,1214,1,0,1.0
RUS,16.0,70th Anniversary,2019,16.0,0 days 00:55:48.174000,25.1,43.7,36.2,17.0,2,11851,8919,5107,5299,190,1214,1,0,
RUS,17.0,70th Anniversary,2019,1.0,NaT,25.6,44.6,35.6,18.0,0,18320,13605,3999,2801,1250,159,1,0,
RUS,18.0,70th Anniversary,2019,2.0,NaT,25.8,44.6,34.6,18.0,0,8463,8545,4063,2846,1250,1214,1,0,
RUS,19.0,70th Anniversary,2019,3.0,NaT,25.4,44.8,34.8,17.0,0,8657,8613,4187,2882,1250,1214,1,0,
RUS,20.0,70th Anniversary,2019,4.0,NaT,25.2,44.8,35.1,17.0,0,8732,8546,4237,2978,1250,1214,1,0,
RUS,21.0,70th Anniversary,2019,5.0,NaT,25.2,44.9,35.0,17.0,0,8874,8621,4292,3013,1250,1214,1,0,
RUS,22.0,70th Anniversary,2019,6.0,NaT,25.3,45.1,35.3,17.0,0,8938,8555,4342,3109,1250,1214,1,0,
RUS,23.0,70th Anniversary,2019,7.0,NaT,25.7,45.8,34.7,17.0,0,9115,8604,4454,3158,1250,1214,1,0,
RUS,24.0,70th Anniversary,2019,8.0,NaT,25.5,45.8,34.7,17.0,0,9668,8755,4765,3317,1250,1214,1,0,
RUS,25.0,70th Anniversary,2019,9.0,NaT,25.8,45.8,34.0,17.0,0,9632,8734,4618,3448,1250,1214,1,0,
RUS,26.0,70th Anniversary,2019,10.0,NaT,25.5,45.6,34.0,17.0,0,10352,9461,4998,3154,1250,1214,1,0,
RUS,27.0,70th Anniversary,2019,11.0,NaT,25.1,45.6,34.9,17.0,0,9223,8667,4739,2930,1250,1214,1,0,
RUS,28.0,70th Anniversary,2019,12.0,NaT,25.0,45.9,35.2,17.0,0,8963,8531,4477,3027,1250,1214,1,0,
RUS,29.0,70th Anniversary,2019,13.0,NaT,25.0,46.2,35.4,17.0,0,9099,8657,4487,3049,1250,1214,1,0,
RUS,30.0,70th Anniversary,2019,14.0,NaT,25.4,46.1,35.2,17.0,0,9165,8594,4410,3269,1250,1214,1,0,
RUS,31.0,70th Anniversary,2019,15.0,NaT,25.9,44.7,33.8,17.0,0,9465,8672,4655,3284,1250,1214,1,0,
RUS,32.0,70th Anniversary,2019,16.0,NaT,26.1,44.7,33.0,17.0,0,11412,9729,5862,3301,1250,1214,1,0,
RUS,33.0,70th Anniversary,2019,17.0,NaT,26.1,45.0,32.9,17.0,0,9409,8586,4679,3281,1250,1214,1,0,
RUS,34.0,70th Anniversary,2019,18.0,NaT,26.2,45.7,32.3,17.0,0,9126,8572,4461,3196,1250,1214,1,0,
RUS,35.0,70th Anniversary,2019,19.0,NaT,25.8,45.6,32.5,17.0,0,8855,8456,4356,3093,1250,1214,1,0,
RUS,36.0,70th Anniversary,2019,20.0,NaT,25.5,45.4,33.6,17.0,0,9079,8501,4394,3273,1250,1214,1,0,
RUS,37.0,70th Anniversary,2019,21.0,NaT,25.3,45.0,33.4,17.0,0,10555,8697,4661,4357,1250,1214,1,0,
RUS,38.0,70th Anniversary,2019,22.0,NaT,24.8,45.0,34.7,17.0,0,9066,8366,4551,3237,1250,1214,1,0,
RUS,39.0,70th Anniversary,2019,23.0,NaT,24.8,44.3,34.6,17.0,0,9010,8434,4644,3011,1250,1214,1,0,
RUS,40.0,70th Anniversary,2019,24.0,NaT,24.8,42.8,34.9,17.0,0,8712,8441,4311,2988,1250,1214,1,0,
RUS,41.0,70th Anniversary,2019,25.0,NaT,25.1,42.0,34.7,17.0,0,8560,8280,4277,3011,1250,1214,1,0,
RUS,42.0,70th Anniversary,2019,26.0,NaT,25.4,42.5,31.8,17.0,0,8765,8238,4545,3016,1250,1214,1,0,
RUS,43.0,70th Anniversary,2019,27.0,NaT,25.8,43.4,31.0,17.0,0,8786,8354,4474,2992,1250,1214,1,0,
RUS,44.0,70th Anniversary,2019,28.0,NaT,26.3,44.3,29.8,17.0,0,10151,8290,4564,4393,1250,1214,1,0,
RUS,45.0,70th Anniversary,2019,29.0,NaT,26.1,44.0,30.5,17.0,0,8631,7926,4711,3020,1250,1214,1,0,
RUS,46.0,70th Anniversary,2019,30.0,NaT,25.7,44.2,31.8,17.0,0,8934,8423,4513,3064,1250,1214,1,0,
RUS,47.0,70th Anniversary,2019,31.0,NaT,25.6,44.2,32.1,17.0,0,8727,8393,4403,2960,1250,1214,1,0,
RUS,48.0,70th Anniversary,2019,32.0,NaT,25.7,44.2,32.3,17.0,0,8576,8181,4477,2931,1250,1214,1,0,
RUS,49.0,70th Anniversary,2019,33.0,NaT,26.1,44.6,32.1,17.0,0,8765,8324,4503,2972,1250,1214,1,0,
RUS,50.0,70th Anniversary,2019,34.0,NaT,26.0,44.6,31.8,16.0,0,9089,8381,4602,3196,1250,1214,1,0,
RUS,51.0,70th Anniversary,2019,35.0,NaT,26.0,44.7,32.0,16.0,0,9958,9358,4730,3077,1250,1214,1,0,
RUS,52.0,70th Anniversary,2019,36.0,NaT,26.1,44.9,32.5,16.0,0,8915,8452,4488,3036,1250,1214,1,0,
RUS,53.0,70th Anniversary,2019,37.0,NaT,26.3,44.8,31.4,16.0,0,11065,8368,4685,5210,1250,1214,1,0,
RUS,54.0,70th Anniversary,2019,38.0,NaT,26.3,44.4,32.5,16.0,0,10545,9122,5512,3209,1250,1214,1,0,
RUS,55.0,70th Anniversary,2019,39.0,NaT,26.4,44.1,31.4,16.0,0,11896,10174,5153,4109,1250,1214,1,0,
RUS,56.0,70th Anniversary,2019,40.0,NaT,25.7,42.3,32.9,16.0,0,8871,8174,4816,2931,1250,1214,1,0,
RUS,57.0,70th Anniversary,2019,41.0,NaT,25.7,42.7,33.1,16.0,0,9862,8410,5705,2951,1250,1214,1,0,
RUS,58.0,70th Anniversary,2019,42.0,NaT,26.1,42.9,32.3,16.0,0,8433,8237,4322,2859,1250,1214,1,0,
RUS,59.0,70th Anniversary,2019,43.0,NaT,26.0,42.5,32.3,16.0,0,8412,8265,4287,2844,1250,1214,1,0,
RUS,60.0,70th Anniversary,2019,44.0,NaT,26.0,41.7,32.6,16.0,0,8383,8305,4252,2804,1250,1214,1,0,
RUS,61.0,70th Anniversary,2019,45.0,NaT,25.9,40.7,33.0,16.0,0,8436,8455,4120,2848,1250,1214,1,0,
RUS,62.0,70th Anniversary,2019,46.0,NaT,25.9,40.9,32.8,16.0,0,8551,8495,4260,2801,1250,1214,1,0,
RUS,63.0,70th Anniversary,2019,47.0,NaT,25.9,41.7,32.6,16.0,0,8465,8519,4315,2630,1250,1214,1,0,
RUS,64.0,70th Anniversary,2019,48.0,NaT,26.0,42.4,32.8,16.0,0,8532,8516,4366,2659,1250,1214,1,0,
RUS,65.0,70th Anniversary,2019,49.0,NaT,26.0,42.4,32.2,16.0,0,7821,8233,3819,2604,1250,1214,1,0,
RUS,66.0,70th Anniversary,2019,50.0,NaT,25.7,42.0,32.9,16.0,0,7812,8243,3860,2550,1250,1214,1,0,
RUS,67.0,70th Anniversary,2019,51.0,NaT,25.7,42.1,33.2,16.0,0,7869,8383,3754,2587,1250,1214,1,0,
RUS,68.0,70th Anniversary,2019,52.0,NaT,25.8,42.7,33.1,16.0,0,8371,8348,3986,3019,1250,1214,1,0,
SAI,1.0,70th Anniversary,2019,4.0,NaT,25.9,43.2,36.1,6.0,3,14346,14560,6786,3347,1250,1214,0,0,28.0
SAI,2.0,70th Anniversary,2019,5.0,NaT,26.0,42.9,34.9,6.0,3,9852,8635,5139,3279,1250,1214,0,0,27.0
SAI,3.0,70th Anniversary,2019,6.0,NaT,26.0,41.8,34.5,6.0,3,9726,8575,4956,3374,1250,1214,0,0,26.0
SAI,4.0,70th Anniversary,2019,7.0,NaT,25.8,41.3,35.2,6.0,3,9710,8525,4933,3431,1250,1214,0,0,25.0
SAI,5.0,70th Anniversary,2019,8.0,NaT,25.6,41.3,35.8,5.0,3,9555,8514,4890,3308,1250,1214,0,0,24.0
SAI,6.0,70th Anniversary,2019,9.0,NaT,25.4,40.7,36.0,5.0,3,9065,8375,4551,3226,1250,1214,0,0,23.0
SAI,7.0,70th Anniversary,2019,10.0,NaT,25.3,40.3,36.2,5.0,3,8958,8465,4419,3147,1250,1214,0,0,22.0
SAI,8.0,70th Anniversary,2019,11.0,NaT,25.0,39.4,37.0,5.0,3,8819,8327,4447,3087,1250,1214,0,0,21.0
SAI,9.0,70th Anniversary,2019,12.0,NaT,25.0,39.3,37.1,5.0,3,8826,8302,4450,3117,1250,1214,0,0,20.0
SAI,10.0,70th Anniversary,2019,13.0,NaT,24.9,38.9,37.5,5.0,3,8718,8210,4467,3069,1250,1214,0,0,19.0
SAI,11.0,70th Anniversary,2019,14.0,NaT,25.3,40.0,36.4,5.0,3,8794,8312,4490,3028,1250,1214,0,0,18.0
SAI,12.0,70th Anniversary,2019,15.0,NaT,25.6,41.5,35.9,5.0,3,8668,8371,4332,2988,1250,1214,0,0,17.0
SAI,13.0,70th Anniversary,2019,16.0,NaT,25.5,42.7,35.1,5.0,3,8784,8291,4464,3064,1250,1214,0,0,16.0
SAI,14.0,70th Anniversary,2019,17.0,NaT,25.1,42.9,35.4,5.0,3,8695,8242,4396,3083,1250,1214,0,0,15.0
SAI,15.0,70th Anniversary,2019,18.0,NaT,24.9,43.2,36.0,5.0,3,8523,8215,4306,3001,1250,1214,0,0,14.0
SAI,16.0,70th Anniversary,2019,19.0,NaT,25.1,43.7,36.2,5.0,3,8370,8271,4090,2988,1250,1214,0,0,13.0
SAI,17.0,70th Anniversary,2019,20.0,NaT,25.2,44.1,36.2,5.0,3,8543,8370,4127,3052,1250,1214,0,0,12.0
SAI,18.0,70th Anniversary,2019,21.0,NaT,25.8,44.6,34.6,5.0,3,8518,8401,4174,2944,1250,1214,0,0,11.0
SAI,19.0,70th Anniversary,2019,22.0,NaT,25.5,44.7,35.0,5.0,3,8174,8386,3913,2823,1250,1214,0,0,10.0
SAI,20.0,70th Anniversary,2019,23.0,NaT,25.4,44.8,34.8,5.0,3,8354,8381,4006,2947,1250,1214,0,0,9.0
SAI,21.0,70th Anniversary,2019,24.0,NaT,25.3,44.9,34.8,5.0,3,8313,8359,3888,3039,1250,1214,0,0,8.0
SAI,22.0,70th Anniversary,2019,25.0,NaT,25.2,44.9,35.0,5.0,3,8140,8338,3871,2863,1250,1214,0,0,7.0
SAI,23.0,70th Anniversary,2019,26.0,NaT,25.3,45.1,35.3,5.0,3,8164,8304,3949,2855,1250,1214,0,0,6.0
SAI,24.0,70th Anniversary,2019,27.0,NaT,25.7,45.8,33.8,5.0,3,8170,8305,3837,2975,1250,1214,0,0,5.0
SAI,25.0,70th Anniversary,2019,28.0,NaT,25.5,45.8,34.7,5.0,3,8451,8402,4045,2993,1250,1214,0,0,4.0
SAI,26.0,70th Anniversary,2019,29.0,NaT,25.7,45.7,33.8,5.0,3,8391,8272,4007,3098,1250,1214,0,0,3.0
SAI,27.0,70th Anniversary,2019,30.0,NaT,25.5,45.6,34.0,5.0,3,8310,8369,3954,2960,1250,1214,0,0,2.0
SAI,28.0,70th Anniversary,2019,31.0,NaT,25.1,45.6,34.9,5.0,3,8970,8488,4540,3015,1250,1214,0,0,1.0
SAI,29.0,70th Anniversary,2019,32.0,0 days 01:13:20.707000,25.0,46.0,35.2,5.0,3,10886,8205,4429,5391,430,1214,0,0,
SAI,30.0,70th Anniversary,2019,1.0,NaT,25.4,46.1,35.2,5.0,0,18273,13627,3780,2585,1250,379,1,0,
SAI,31.0,70th Anniversary,2019,2.0,NaT,25.6,44.8,35.0,5.0,0,7932,8187,3915,2707,1250,1214,1,0,
SAI,32.0,70th Anniversary,2019,3.0,NaT,25.9,44.7,33.8,5.0,0,7853,8198,3873,2630,1250,1214,1,0,
SAI,33.0,70th Anniversary,2019,4.0,NaT,26.1,45.0,32.9,5.0,0,7814,8150,3905,2594,1250,1214,1,0,
SAI,34.0,70th Anniversary,2019,5.0,NaT,26.1,45.6,32.6,5.0,0,7457,8085,3502,2577,1250,1214,1,0,
SAI,35.0,70th Anniversary,2019,6.0,NaT,26.2,45.7,32.3,5.0,0,7573,8077,3721,2540,1250,1214,1,0,
SAI,36.0,70th Anniversary,2019,7.0,NaT,25.6,45.4,33.0,5.0,0,7540,8064,3723,2510,1250,1214,1,0,
SAI,37.0,70th Anniversary,2019,8.0,NaT,25.5,45.4,33.6,5.0,0,7693,7976,3834,2665,1250,1214,1,0,
SAI,38.0,70th Anniversary,2019,9.0,NaT,25.3,45.0,33.4,5.0,0,7645,8061,3795,2567,1250,1214,1,0,
SAI,39.0,70th Anniversary,2019,10.0,NaT,24.8,45.2,34.7,5.0,0,7612,8044,3744,2590,1250,1214,1,0,
SAI,40.0,70th Anniversary,2019,11.0,NaT,24.8,44.3,34.6,5.0,0,7657,8017,3778,2637,1250,1214,1,0,
SAI,41.0,70th Anniversary,2019,12.0,NaT,25.1,42.7,33.9,5.0,0,7528,7972,3732,2565,1250,1214,1,0,
SAI,42.0,70th Anniversary,2019,13.0,NaT,25.1,42.0,34.7,5.0,0,7522,7975,3605,2669,1250,1214,1,0,
SAI,43.0,70th Anniversary,2019,14.0,NaT,25.4,42.5,31.8,5.0,0,7482,8022,3619,2561,1250,1214,1,0,
SAI,44.0,70th Anniversary,2019,15.0,NaT,26.2,43.9,30.1,5.0,0,7531,7887,3692,2685,1250,1214,1,0,
SAI,45.0,70th Anniversary,2019,16.0,NaT,26.3,44.3,29.8,5.0,0,7703,7857,3662,2983,1250,1214,1,0,
SAI,46.0,70th Anniversary,2019,17.0,NaT,26.1,44.0,30.5,5.0,0,8330,7884,4250,3177,1250,1214,1,0,
SAI,47.0,70th Anniversary,2019,18.0,NaT,25.7,44.2,31.8,5.0,0,7329,7735,3636,2617,1250,1214,1,0,
SAI,48.0,70th Anniversary,2019,19.0,NaT,25.6,44.2,32.1,5.0,0,7466,7919,3725,2534,1250,1214,1,0,
SAI,49.0,70th Anniversary,2019,20.0,NaT,25.8,44.7,32.6,5.0,0,7405,7819,3592,2671,1250,1214,1,0,
SAI,50.0,70th Anniversary,2019,21.0,NaT,26.1,44.6,32.1,5.0,0,8566,8773,4063,2742,1250,1214,1,0,
SAI,51.0,70th Anniversary,2019,22.0,NaT,26.0,44.6,31.8,5.0,0,7709,7994,3803,2702,1250,1214,1,0,
SAI,52.0,70th Anniversary,2019,23.0,NaT,26.0,44.7,32.0,5.0,0,7964,8060,4029,2760,1250,1214,1,0,
SAI,53.0,70th Anniversary,2019,24.0,NaT,26.1,44.9,32.5,5.0,0,8102,8031,4218,2780,1250,1214,1,0,
SAI,54.0,70th Anniversary,2019,25.0,NaT,26.3,44.8,31.4,5.0,0,8092,8066,4005,2950,1250,1214,1,0,
SAI,55.0,70th Anniversary,2019,26.0,NaT,26.3,44.4,32.5,5.0,0,7504,7981,3716,2541,1250,1214,1,0,
SAI,56.0,70th Anniversary,2019,27.0,NaT,26.4,44.1,31.4,5.0,0,8952,9205,4340,2502,1250,1214,1,0,
SAI,57.0,70th Anniversary,2019,28.0,NaT,25.7,42.3,32.9,5.0,0,7451,7927,3703,2527,1250,1214,1,0,
SAI,58.0,70th Anniversary,2019,29.0,NaT,25.7,42.7,33.1,5.0,0,7358,7942,3636,2454,1250,1214,1,0,
SAI,59.0,70th Anniversary,2019,30.0,NaT,25.9,42.9,32.9,5.0,0,7101,7773,3536,2356,1250,1214,1,0,
SAI,60.0,70th Anniversary,2019,31.0,NaT,26.0,42.5,32.3,5.0,0,7222,7816,3608,2413,1250,1214,1,0,
SAI,61.0,70th Anniversary,2019,32.0,NaT,26.0,41.7,32.6,5.0,0,7163,7851,3483,2409,1250,1214,1,0,
SAI,62.0,70th Anniversary,2019,33.0,NaT,25.9,41.1,33.3,5.0,0,7118,7849,3397,2428,1250,1214,1,0,
SAI,63.0,70th Anniversary,2019,34.0,NaT,25.9,40.9,32.8,5.0,0,7211,7916,3544,2372,1250,1214,1,0,
SAI,64.0,70th Anniversary,2019,35.0,NaT,25.9,41.7,32.6,5.0,0,6946,7842,3289,2300,1250,1214,1,0,
SAI,65.0,70th Anniversary,2019,36.0,NaT,26.0,42.1,32.2,5.0,0,6948,7780,3319,2315,1250,1214,1,0,
SAI,66.0,70th Anniversary,2019,37.0,NaT,26.0,42.4,32.2,5.0,0,6942,7802,3245,2342,1250,1214,1,0,
SAI,67.0,70th Anniversary,2019,38.0,NaT,25.7,42.0,32.7,5.0,0,7225,7914,3464,2451,1250,1214,1,0,
SAI,68.0,70th Anniversary,2019,39.0,NaT,25.7,42.0,32.9,5.0,0,7104,7756,3466,2422,1250,1214,1,0,
SAI,69.0,70th Anniversary,2019,40.0,NaT,25.8,42.7,33.1,5.0,0,7056,7660,3384,2507,1250,1214,1,0,
STR,1.0,70th Anniversary,2019,1.0,NaT,25.9,43.2,36.1,17.0,2,17104,14560,7377,4188,1250,1214,1,0,15.0
STR,2.0,70th Anniversary,2019,2.0,NaT,26.0,42.9,34.9,17.0,2,11860,9585,6120,3838,1250,1214,1,0,14.0
STR,3.0,70th Anniversary,2019,3.0,NaT,26.0,41.8,34.5,17.0,2,10846,8995,5553,3656,1250,1214,1,0,13.0
STR,4.0,70th Anniversary,2019,4.0,NaT,25.8,41.3,35.2,17.0,2,10056,8773,5142,3369,1250,1214,1,0,12.0
STR,5.0,70th Anniversary,2019,5.0,NaT,25.5,40.9,35.8,17.0,2,9968,8663,5019,3507,1250,1214,1,0,11.0
STR,6.0,70th Anniversary,2019,6.0,NaT,25.4,40.7,36.0,16.0,2,9852,8637,4928,3488,1250,1214,1,0,10.0
STR,7.0,70th Anniversary,2019,7.0,NaT,25.3,40.3,36.2,16.0,2,10137,8779,5096,3504,1250,1214,1,0,9.0
STR,8.0,70th Anniversary,2019,8.0,NaT,25.0,39.4,37.0,16.0,2,9896,8634,5029,3443,1250,1214,1,0,8.0
STR,9.0,70th Anniversary,2019,9.0,NaT,25.0,39.3,37.1,16.0,2,10039,8823,4902,3539,1250,1214,1,0,7.0
STR,10.0,70th Anniversary,2019,10.0,NaT,25.0,38.9,37.1,17.0,2,10748,9349,5351,3376,1250,1214,1,0,6.0
STR,11.0,70th Anniversary,2019,11.0,NaT,25.3,40.0,36.4,17.0,2,9742,8575,4855,3496,1250,1214,1,0,5.0
STR,12.0,70th Anniversary,2019,12.0,NaT,25.9,42.7,34.3,17.0,2,10788,8654,5589,3885,1250,1214,1,0,4.0
STR,13.0,70th Anniversary,2019,13.0,NaT,25.5,42.7,35.1,17.0,2,10504,8775,5350,3671,1250,1214,1,0,3.0
STR,14.0,70th Anniversary,2019,14.0,NaT,25.1,42.9,35.4,18.0,2,10772,9058,5377,3679,1250,1214,1,0,2.0
STR,15.0,70th Anniversary,2019,15.0,NaT,24.8,43.5,36.6,18.0,2,10398,8813,5126,3734,1250,1214,1,0,1.0
STR,16.0,70th Anniversary,2019,16.0,0 days 00:55:49.645000,25.1,43.7,36.2,18.0,2,12087,8874,5041,5694,191,1214,1,0,34.0
STR,17.0,70th Anniversary,2019,1.0,NaT,25.6,44.6,35.6,19.0,0,18462,13665,3844,2746,1250,160,1,0,33.0
STR,18.0,70th Anniversary,2019,2.0,NaT,25.8,44.6,34.6,19.0,0,8513,8515,4111,2886,1250,1214,1,0,32.0
STR,19.0,70th Anniversary,2019,3.0,NaT,25.4,44.8,34.8,18.0,0,8877,8534,4286,3108,1250,1214,1,0,31.0
STR,20.0,70th Anniversary,2019,4.0,NaT,25.2,44.8,35.1,18.0,0,8757,8500,4332,2959,1250,1214,1,0,30.0
STR,21.0,70th Anniversary,2019,5.0,NaT,25.2,44.9,35.0,18.0,0,8734,8436,4242,3087,1250,1214,1,0,29.0
STR,22.0,70th Anniversary,2019,6.0,NaT,25.3,45.1,35.3,18.0,0,8550,8470,4219,2868,1250,1214,1,0,28.0
STR,23.0,70th Anniversary,2019,7.0,NaT,25.7,45.8,34.7,18.0,0,8652,8499,4166,3011,1250,1214,1,0,27.0
STR,24.0,70th Anniversary,2019,8.0,NaT,25.5,45.8,34.7,18.0,0,9312,8474,4626,3339,1250,1214,1,0,26.0
STR,25.0,70th Anniversary,2019,9.0,NaT,25.8,45.8,34.0,18.0,0,10569,8536,4947,4269,1250,1214,1,0,25.0
STR,26.0,70th Anniversary,2019,10.0,NaT,25.5,45.6,34.0,18.0,0,9443,8509,4879,3196,1250,1214,1,0,24.0
STR,27.0,70th Anniversary,2019,11.0,NaT,25.1,45.6,34.9,18.0,0,9428,8417,4884,3266,1250,1214,1,0,23.0
STR,28.0,70th Anniversary,2019,12.0,NaT,25.0,45.9,35.2,18.0,0,8989,8349,4490,3229,1250,1214,1,0,22.0
STR,29.0,70th Anniversary,2019,13.0,NaT,25.0,46.2,35.4,18.0,0,9294,8621,4336,3466,1250,1214,1,0,21.0
STR,30.0,70th Anniversary,2019,14.0,NaT,25.4,46.1,35.2,18.0,0,11053,10033,4876,3462,1250,1214,1,0,20.0
STR,31.0,70th Anniversary,2019,15.0,NaT,25.9,44.7,33.8,18.0,0,9089,8354,4587,3238,1250,1214,1,0,19.0
STR,32.0,70th Anniversary,2019,16.0,NaT,26.1,44.7,33.0,18.0,0,9861,8286,4991,3783,1250,1214,1,0,18.0
STR,33.0,70th Anniversary,2019,17.0,NaT,26.1,45.0,32.9,18.0,0,9494,8741,4504,3402,1250,1214,1,0,17.0
STR,34.0,70th Anniversary,2019,18.0,NaT,26.2,45.7,32.3,18.0,0,9018,8236,4540,3327,1250,1214,1,0,16.0
STR,35.0,70th Anniversary,2019,19.0,NaT,25.8,45.6,32.5,18.0,0,9020,8381,4452,3272,1250,1214,1,0,15.0
STR,36.0,70th Anniversary,2019,20.0,NaT,25.5,45.4,33.6,18.0,0,8795,8143,4430,3260,1250,1214,1,0,14.0
STR,37.0,70th Anniversary,2019,21.0,NaT,25.3,45.0,33.4,18.0,0,10467,9585,4727,3434,1250,1214,1,0,13.0
STR,38.0,70th Anniversary,2019,22.0,NaT,24.8,45.0,34.7,18.0,0,9170,8267,4633,3377,1250,1214,1,0,12.0
STR,39.0,70th Anniversary,2019,23.0,NaT,24.8,44.3,34.6,18.0,0,9040,8252,4639,3232,1250,1214,1,0,11.0
STR,40.0,70th Anniversary,2019,24.0,NaT,24.8,42.8,34.9,18.0,0,8903,8136,4519,3310,1250,1214,1,0,10.0
STR,41.0,70th Anniversary,2019,25.0,NaT,25.1,42.0,34.7,18.0,0,8836,8280,4517,3086,1250,1214,1,0,9.0
